,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Latitude,Longitude,EFOR
0,0.2,0.2,0.2,33.5561,-112.2153,1.0
1,3.7,3.7,3.7,34.3186,-109.1639,1.0
2,1.4,1.4,1.4,34.3186,-109.1639,1.0
3,8.3,8.3,8.3,34.3186,-109.1639,1.0
4,20.0,20.0,18.5,34.863356,-116.827627,1.0
5,13.8,13.8,13,34.863356,-116.827627,1.0
6,34.2,36.0,34,35.00694,-117.555768,1.0
7,34.2,36.0,34,35.012166,-117.555672,1.0
8,34.2,36.0,34,35.01948,-117.55553,1.0
9,35.0,36.0,35,35.020981,-117.566079,1.0
10,35.0,36.0,35,35.014836,-117.565903,1.0
11,92.0,88.0,64,35.0308,-117.3563,1.0
12,92.0,88.0,64,35.033,-117.338,1.0
13,0.1,0.1,0.1,32.778225,-117.070114,1.0
14,0.3,0.3,0.2,32.778225,-117.070114,1.0
15,0.3,0.3,0.2,32.778225,-117.070114,1.0
16,0.1,0.1,0.1,32.778225,-117.070114,1.0
17,22.0,21.8,21.8,39.547537,-118.555613,1.0
18,2.1,2.1,2.1,34.6584,-112.4008,1.0
19,0.5,0.5,0.5,47.036269,-120.206494,1.0
20,75.7,68.5,40,35.799798,-114.98173,1.0
21,1.0,1.0,1,37.690304,-105.880501,1.0
22,7.2,6.7,6.7,37.690304,-105.880501,1.0
23,1.0,1.0,1,39.5603,-119.5108,1.0
24,4.9,4.9,4.9,36.260278,-115.0544,1.0
25,5.2,5.2,5.2,36.260278,-115.0544,1.0
26,3.9,3.9,3.9,36.260278,-115.0544,1.0
27,5.0,5.0,5,36.7575,-120.3658,1.0
28,140.0,147.7,140,32.922294,-112.95594,1.0
29,140.0,147.7,140,32.922294,-112.95594,1.0
30,0.5,0.5,0.5,36.809841,-119.741665,1.0
31,0.5,0.5,0.5,36.809841,-119.741665,1.0
32,0.5,0.4,0.3,34.040278,-118.148056,1.0
33,0.5,0.4,0.3,34.040278,-118.148056,1.0
34,1.9,1.9,1.8,39.836789,-104.697149,1.0
35,0.3,0.3,0.3,34.5644,-117.6933,1.0
36,0.3,0.3,0.3,34.5644,-117.6933,1.0
37,0.3,0.3,0.3,34.5644,-117.6933,1.0
38,0.3,0.3,0.3,34.5644,-117.6933,1.0
39,1.0,1.0,1,38.44979,-121.16469,1.0
40,0.3,0.3,0.3,36.7839,-119.7094,1.0
41,0.3,0.3,0.3,36.7839,-119.7094,1.0
42,0.3,0.3,0.3,36.7839,-119.7094,1.0
43,0.3,0.3,0.3,36.7839,-119.7094,1.0
44,101.0,101.0,101,32.671099,-115.587265,1.0
45,64.6,64.6,64.6,32.671099,-115.587265,1.0
46,34.3,34.3,34.3,32.671099,-115.587265,1.0
47,0.5,0.4,0.4,39.522904,-107.81341,1.0
48,1.0,0.9,0.9,39.522904,-107.81341,1.0
49,21.0,21.0,21,33.5917,-114.7444,1.0
50,10.0,10.0,10,35.7881,-114.9933,1.0
51,0.5,0.5,0.5,33.985244,-117.700826,1.0
52,0.5,0.5,0.5,33.985244,-117.700826,1.0
53,1.0,0.9,0.9,33.8672,-117.23,1.0
54,1.0,0.9,0.9,38.40008,-121.96366,1.0
55,1.0,0.9,0.9,38.674894,-121.713362,1.0
56,1.0,0.9,0.9,33.567268,-114.917979,1.0
57,1.0,0.8,0.8,34.2089,-119.13,1.0
58,1.0,0.9,0.9,34.094695,-117.266831,1.0
59,1.0,0.9,0.9,38.232108,-122.092706,1.0
60,1.0,0.9,0.9,33.565329,-114.903629,1.0
61,1.0,0.9,0.9,34.5975,-117.2,1.0
62,2.0,2.0,2,38.4106,-121.9264,1.0
63,133.4,133.4,133.4,35.556111,-115.468611,1.0
64,133.0,133.0,133,35.533056,-115.4525,1.0
65,133.4,133.4,133.4,35.580833,-115.4825,1.0
66,1.9,1.9,1.9,40.591099,-105.145904,1.0
67,8.0,8.0,8,35.7814,-114.9933,1.0
68,10.0,10.0,10,35.7814,-114.9933,1.0
69,10.0,10.0,10,35.7814,-114.9933,1.0
70,10.0,10.0,10,35.7814,-114.9933,1.0
71,10.0,10.0,10,35.7814,-114.9933,1.0
72,0.5,0.5,0.5,34.094279,-117.400113,1.0
73,0.5,0.5,0.5,34.094279,-117.400113,1.0
74,0.5,0.5,0.5,34.086276,-117.230571,1.0
75,0.5,0.5,0.5,34.086276,-117.230571,1.0
76,0.5,0.5,0.5,34.086276,-117.230571,1.0
77,0.5,0.5,0.5,34.086276,-117.230571,1.0
78,0.5,0.5,0.5,34.086276,-117.230571,1.0
79,0.5,0.5,0.5,34.041389,-117.573055,1.0
80,0.5,0.5,0.5,34.041389,-117.573055,1.0
81,0.5,0.5,0.5,34.041389,-117.573055,1.0
82,0.5,0.5,0.5,34.041389,-117.573055,1.0
83,0.5,0.5,0.5,34.086111,-117.2275,1.0
84,0.5,0.5,0.5,34.086111,-117.2275,1.0
85,0.5,0.5,0.5,34.086111,-117.2275,1.0
86,0.5,0.5,0.5,34.086111,-117.2275,1.0
87,0.5,0.5,0.5,34.086111,-117.2275,1.0
88,0.5,0.5,0.5,34.041944,-117.565,1.0
89,0.5,0.5,0.5,34.041944,-117.565,1.0
90,0.5,0.5,0.5,34.041944,-117.565,1.0
91,0.5,0.5,0.5,34.041944,-117.565,1.0
92,0.5,0.5,0.5,34.042778,-117.571666,1.0
93,0.5,0.5,0.5,34.042778,-117.571666,1.0
94,0.5,0.5,0.5,34.075,-117.516944,1.0
95,0.5,0.5,0.5,34.075,-117.516944,1.0
96,0.5,0.5,0.5,34.075,-117.516944,1.0
97,0.5,0.5,0.5,34.075833,-117.241388,1.0
98,0.5,0.5,0.5,34.075833,-117.241388,1.0
99,0.5,0.5,0.5,34.075833,-117.241388,1.0
100,0.5,0.5,0.5,34.075833,-117.241388,1.0
101,0.5,0.5,0.5,34.075833,-117.241388,1.0
102,0.5,0.5,0.5,34.075833,-117.241388,1.0
103,0.5,0.5,0.5,34.075833,-117.241388,1.0
104,0.5,0.5,0.5,34.042222,-117.561666,1.0
105,0.5,0.5,0.5,34.083499,-117.23557,1.0
106,0.5,0.5,0.5,34.083499,-117.23557,1.0
107,0.5,0.5,0.5,34.083499,-117.23557,1.0
108,0.5,0.5,0.5,34.083499,-117.23557,1.0
109,0.5,0.5,0.5,34.083499,-117.23557,1.0
110,0.5,0.5,0.5,34.083499,-117.23557,1.0
111,0.5,0.5,0.5,34.083499,-117.23557,1.0
112,0.5,0.5,0.5,34.079167,-117.516666,1.0
113,0.5,0.5,0.5,34.079167,-117.516666,1.0
114,0.5,0.5,0.5,34.079167,-117.516666,1.0
115,0.5,0.5,0.5,34.079167,-117.516666,1.0
116,0.5,0.5,0.5,34.079167,-117.516666,1.0
117,0.5,0.5,0.5,34.079167,-117.516666,1.0
118,0.5,0.5,0.5,34.079167,-117.516666,1.0
119,0.5,0.5,0.5,34.085556,-117.233611,1.0
120,0.5,0.5,0.5,34.085556,-117.233611,1.0
121,0.5,0.5,0.5,34.085556,-117.233611,1.0
122,0.5,0.5,0.5,34.072778,-117.503333,1.0
123,0.5,0.5,0.5,34.072778,-117.503333,1.0
124,0.5,0.5,0.5,34.072778,-117.503333,1.0
125,0.5,0.5,0.5,34.072778,-117.503333,1.0
126,0.5,0.5,0.5,34.072778,-117.503333,1.0
127,0.5,0.5,0.5,34.072778,-117.503333,1.0
128,0.5,0.5,0.5,34.072778,-117.503333,1.0
129,0.5,0.5,0.5,34.083333,-117.516388,1.0
130,0.5,0.5,0.5,34.083333,-117.516388,1.0
131,0.5,0.5,0.5,34.083333,-117.516388,1.0
132,0.5,0.5,0.5,34.080833,-117.520277,1.0
133,0.5,0.5,0.5,34.080833,-117.520277,1.0
134,0.5,0.5,0.5,34.080833,-117.520277,1.0
135,0.5,0.5,0.5,34.080833,-117.520277,1.0
136,0.5,0.5,0.5,34.080833,-117.520277,1.0
137,0.5,0.5,0.5,34.08,-117.2114,1.0
138,0.5,0.5,0.5,34.08,-117.2114,1.0
139,0.5,0.5,0.5,34.08,-117.2114,1.0
140,0.5,0.5,0.5,34.08,-117.2114,1.0
141,30.6,30.0,30,36.468078,-104.635659,1.0
142,0.5,0.5,0.5,34.131214,-117.425324,1.0
143,0.5,0.5,0.5,34.131214,-117.425324,1.0
144,0.5,0.5,0.5,34.131214,-117.425324,1.0
145,0.5,0.5,0.5,34.131214,-117.425324,1.0
146,0.5,0.5,0.5,34.131214,-117.425324,1.0
147,0.5,0.5,0.5,34.131214,-117.425324,1.0
148,0.5,0.5,0.5,34.131214,-117.425324,1.0
149,0.5,0.5,0.5,34.131214,-117.425324,1.0
150,0.5,0.5,0.5,34.131214,-117.425324,1.0
151,0.5,0.5,0.5,34.131214,-117.425324,1.0
152,0.5,0.5,0.5,34.131214,-117.425324,1.0
153,0.5,0.5,0.5,34.131214,-117.425324,1.0
154,0.5,0.5,0.5,34.131111,-117.421666,1.0
155,0.5,0.5,0.5,34.131111,-117.421666,1.0
156,0.5,0.5,0.5,34.131111,-117.421666,1.0
157,0.5,0.5,0.5,34.131111,-117.421666,1.0
158,0.5,0.5,0.5,34.094167,-117.274166,1.0
159,0.5,0.5,0.5,34.094167,-117.274166,1.0
160,0.5,0.5,0.5,34.094167,-117.274166,1.0
161,0.5,0.5,0.5,34.094167,-117.274166,1.0
162,0.5,0.5,0.5,34.094167,-117.274166,1.0
163,0.5,0.5,0.5,34.094167,-117.274166,1.0
164,0.5,0.5,0.5,34.094167,-117.274166,1.0
165,1.0,1.0,1,34.48017,-117.257938,1.0
166,125.0,110.0,110,38.238889,-117.36361,1.0
167,66.0,66.0,66,34.7892,-118.5047,1.0
168,10.0,10.0,10,34.550833,-117.435277,1.0
169,8.5,8.5,8.5,35.229635,-118.1957,1.0
170,2.2,2.2,2.2,34.319722,-118.430833,1.0
171,1.1,1.1,1.1,33.7331,-118.27722,1.0
172,1.3,1.3,1.3,33.794283,-118.241405,1.0
173,1.0,1.0,1,34.1283,-118.206903,1.0
174,1.2,1.2,1.2,34.0578,-118.229722,1.0
175,1.2,2.2,2.2,33.783102,-118.28493,1.0
176,35.0,35.0,35,37.694535,-105.927622,1.0
177,20.0,20.0,20,33.160601,-111.484011,1.0
178,140.0,137.5,100,35.017717,-117.339144,1.0
179,140.0,137.5,100,35.017717,-117.339144,1.0
180,20.2,20.0,20,31.792778,-106.673333,1.0
181,140.0,140.0,140,36.78005,-120.729752,1.0
182,6.0,6.0,6,35.989722,-120.11,1.0
183,20.0,20.0,20,35.983056,-120.110277,1.0
184,19.0,19.0,19,35.982778,-120.110277,1.0
185,30.0,30.0,30,37.598579,-105.955832,1.0
186,1.0,1.0,1,36.716944,-105.60944,1.0
187,1.6,1.6,1.6,45.112222,-123.234722,1.0
188,90.7,90.7,90.7,32.9774,-113.4945,1.0
189,136.0,136.0,136,32.9774,-113.4945,1.0
190,121.0,121.0,121,32.9774,-113.4945,1.0
191,10.0,10.0,10,37.685467,-105.8909,1.0
192,9.0,9.0,9,37.685467,-105.8909,1.0
193,253.0,241.5,241.5,34.780278,-118.42444,1.0
194,1.2,1.2,1.2,32.096973,-110.8106,1.0
195,125.0,125.0,125,33.665,-114.998055,1.0
196,125.0,125.0,125,33.665,-114.998055,1.0
197,1.0,1.0,1,38.659722,-121.7294,1.0
198,32.3,32.3,32.3,35.323739,-119.91663,1.0
199,21.0,21.0,21,35.323739,-119.91663,1.0
200,86.5,86.5,86.5,35.323739,-119.91663,1.0
201,70.0,70.0,70,35.323739,-119.91663,1.0
202,40.0,40.0,40,35.323739,-119.91663,1.0
203,0.5,0.5,0.5,36.028056,-119.074722,1.0
204,0.5,0.5,0.5,36.028056,-119.074722,1.0
205,0.5,0.5,0.5,36.028056,-119.074722,1.0
206,0.5,0.5,0.5,36.028056,-119.074722,1.0
207,0.5,0.5,0.5,36.028056,-119.074722,1.0
208,0.5,0.5,0.5,36.028056,-119.074722,1.0
209,0.5,0.5,0.5,36.028056,-119.074722,1.0
210,0.5,0.5,0.5,36.028056,-119.074722,1.0
211,0.5,0.5,0.5,36.028056,-119.074722,1.0
212,0.5,0.5,0.5,36.028056,-119.074722,1.0
213,52.0,50.0,50,35.793056,-115.35028,1.0
214,26.0,26.0,26,33.298889,-116.35083,1.0
215,128.9,128.9,128.9,32.663289,-115.658284,1.0
216,148.7,148.7,148.7,32.772225,-115.779311,1.0
217,20.0,20.0,20,36.531389,-120.106944,1.0
218,15.0,15.0,15,36.400278,-120.103333,1.0
219,15.0,15.0,15,36.378726,-120.124898,1.0
220,1.0,1.0,1,38.4869,-121.3911,1.0
221,3.0,3.0,3,40.592841,-105.147097,1.0
222,2.0,1.5,1.4,38.7228,-104.7817,1.0
223,10.0,10.0,10,36.530278,-120.316111,1.0
224,20.0,20.0,20,36.425085,-120.343543,1.0
225,20.0,20.0,20,36.181389,-120.030555,1.0
226,1.1,0.9,0.9,32.2894,-111.0331,1.0
227,0.5,0.5,0.5,34.031667,-117.571944,1.0
228,0.5,0.5,0.5,34.031667,-117.571944,1.0
229,0.5,0.5,0.5,34.031667,-117.571944,1.0
230,0.5,0.5,0.5,34.0325,-117.569166,1.0
231,0.5,0.5,0.5,34.0325,-117.569166,1.0
232,0.5,0.5,0.5,33.839167,-117.220833,1.0
233,0.5,0.5,0.5,33.839167,-117.220833,1.0
234,0.5,0.5,0.5,33.839167,-117.220833,1.0
235,0.5,0.5,0.5,33.839167,-117.220833,1.0
236,0.5,0.5,0.5,33.839167,-117.220833,1.0
237,0.5,0.5,0.5,33.839167,-117.220833,1.0
238,0.5,0.5,0.5,33.839167,-117.220833,1.0
239,0.5,0.5,0.5,33.839167,-117.220833,1.0
240,0.5,0.5,0.5,33.839167,-117.220833,1.0
241,0.5,0.5,0.5,33.839167,-117.220833,1.0
242,0.5,0.5,0.5,33.839167,-117.220833,1.0
243,0.5,0.5,0.5,33.839167,-117.220833,1.0
244,0.5,0.5,0.5,33.839167,-117.220833,1.0
245,0.5,0.5,0.5,33.839167,-117.220833,1.0
246,0.5,0.5,0.5,33.839167,-117.220833,1.0
247,0.5,0.5,0.5,33.839167,-117.220833,1.0
248,5.5,5.5,5.5,38.957901,-104.806627,1.0
249,1.0,1.0,1,35.241675,-114.004591,1.0
250,4.5,4.5,4.5,37.750894,-122.481758,1.0
251,19.0,19.0,19,34.71843,-112.42899,1.0
252,17.0,17.0,17,33.034722,-112.661667,1.0
253,17.6,17.6,17.6,33.021111,-112.661389,1.0
254,17.0,17.0,17,33.02566,-113.34397,1.0
255,5.0,5.0,5,33.02566,-113.34397,1.0
256,2.0,2.0,2,35.168957,-106.60005,1.0
257,5.0,5.0,5,34.833136,-106.772413,1.0
258,2.0,2.0,2,34.833136,-106.772413,1.0
259,5.0,5.0,5,32.165833,-107.75056,1.0
260,4.0,4.0,4,32.165833,-107.75056,1.0
261,5.0,5.0,5,35.643333,-105.206667,1.0
262,5.0,4.9,4.9,32.86571,-105.999775,1.0
263,0.9,0.9,0.9,37.8583,-120.8917,1.0
264,0.4,0.4,0.4,37.8583,-120.8917,1.0
265,0.3,0.3,0.3,38.6183,-121.0564,1.0
266,0.5,0.5,0.5,38.6183,-121.0564,1.0
267,5.0,5.0,5,32.63,-107.259722,1.0
268,3.4,3.4,3.4,39.904133,-104.654183,1.0
269,60.0,60.0,60,35.3,-118.851944,1.0
270,20.0,20.0,20,35.102778,-118.954444,1.0
271,1.0,1.0,1,45.108889,-123.278611,1.0
272,1.1,1.1,1.1,35.411817,-118.96864,1.0
273,1.5,1.5,1.5,33.826389,-117.511667,1.0
274,26.5,25.0,25,32.371667,-111.282777,1.0
275,17.0,18.0,17,38.364722,-121.41278,1.0
276,2.9,2.9,2.9,38.253056,-121.278888,1.0
277,2.9,2.9,2.9,38.237778,-121.3375,1.0
278,3.5,3.5,3.5,33.409063,-112.414596,1.0
279,19.0,18.5,18.5,33.305,-112.833888,1.0
280,28.0,27.3,27.3,33.305,-112.833888,1.0
281,28.0,27.3,27.3,33.305,-112.833888,1.0
282,26.0,25.0,25,33.305,-112.833888,1.0
283,28.0,27.3,27.3,33.305,-112.833888,1.0
284,1.0,0.9,0.9,40.048025,-105.180327,1.0
285,1.2,1.0,1,36.9408,-120.1572,1.0
286,1.1,0.9,0.9,33.881667,-118.0175,1.0
287,1.1,1.1,1.1,39.909,-105.2318,1.0
288,0.7,0.7,0.7,39.740896,-105.170993,1.0
289,1.2,1.2,1.2,39.740896,-105.170993,1.0
290,0.5,0.5,0.5,39.740896,-105.170993,1.0
291,0.4,0.4,0.4,39.740896,-105.170993,1.0
292,0.4,0.4,0.4,39.740896,-105.170993,1.0
293,0.1,0.1,0.1,39.740896,-105.170993,1.0
294,129.8,129.8,129.8,35.405556,-120.068611,1.0
295,151.2,151.2,151.2,35.405556,-120.068611,1.0
296,102.1,102.1,102.1,35.405556,-120.068611,1.0
297,90.3,90.3,90.3,35.405556,-120.068611,1.0
298,112.5,112.5,112.5,35.405556,-120.068611,1.0
299,3.0,3.0,3,38.613508,-121.162879,1.0
300,2.7,2.7,2.7,38.6086,-121.1703,1.0
301,16.0,16.0,16,33.341833,-112.904028,1.0
302,12.0,12.0,12,33.341833,-112.904028,1.0
303,16.0,16.0,16,33.341833,-112.904028,1.0
304,16.0,16.0,16,33.341833,-112.904028,1.0
305,16.0,16.0,16,33.341833,-112.904028,1.0
306,10.0,10.0,10,33.341833,-112.904028,1.0
307,16.0,16.0,16,33.341833,-112.904028,1.0
308,16.0,16.0,16,33.341833,-112.904028,1.0
309,8.0,8.0,8,33.341833,-112.904028,1.0
310,16.0,16.0,16,33.341833,-112.904028,1.0
311,12.0,12.0,12,33.341833,-112.904028,1.0
312,16.0,16.0,16,33.341833,-112.904028,1.0
313,110.0,110.0,110,34.938261,-118.334492,1.0
314,4.0,4.0,4,33.909722,-116.5625,1.0
315,10.0,10.0,10,32.12743,-103.137825,1.0
316,10.0,10.0,10,32.183611,-103.183056,1.0
317,10.0,10.0,10,32.469722,-103.323333,1.0
318,10.1,10.1,10.1,32.681944,-103.303611,1.0
319,10.1,10.1,10.1,32.345556,-104.234722,1.0
320,2.5,2.4,2.4,33.924167,-116.593333,1.0
321,1.0,1.0,1,38.338868,-121.431342,1.0
322,11.1,11.1,11.1,35.68771,-117.68137,1.0
323,1.0,1.0,1,32.687778,-114.49611,1.0
324,0.9,0.9,0.9,32.687778,-114.49611,1.0
325,1.0,1.0,1,32.687778,-114.49611,1.0
326,0.9,0.9,0.9,32.687778,-114.49611,1.0
327,0.9,0.9,0.9,32.687778,-114.49611,1.0
328,1.2,1.2,1.2,33.661667,-114.651667,1.0
329,0.5,0.5,0.5,35.145833,-114.0675,1.0
330,3.0,3.0,3,38.468611,-121.181944,1.0
331,5.0,5.0,5,38.365053,-121.381101,1.0
332,3.0,3.0,3,38.466111,-121.177778,1.0
333,5.0,5.0,5,38.365053,-121.381101,1.0
334,3.0,3.0,3,38.461944,-121.180278,1.0
335,5.0,5.0,5,38.365053,-121.381101,1.0
336,5.0,5.0,5,38.3475,-121.412777,1.0
337,5.0,5.0,5,38.3475,-121.412777,1.0
338,5.0,5.0,5,38.3475,-121.412777,1.0
339,16.6,15.0,15,34.585833,-113.177222,1.0
340,4.5,4.5,4.5,32.367013,-112.831401,1.0
341,1.2,1.2,1.2,33.914167,-118.053611,1.0
342,1.3,1.3,1.3,33.911944,-118.052222,1.0
343,0.4,0.4,0.4,38.461944,-121.180278,1.0
344,5.0,5.0,5,38.302594,-121.295819,1.0
345,5.0,5.0,5,38.302594,-121.295819,1.0
346,5.0,5.0,5,38.302594,-121.295819,1.0
347,5.0,5.0,5,38.302594,-121.295819,1.0
348,5.0,5.0,5,38.302594,-121.295819,1.0
349,5.0,5.0,5,38.302594,-121.295819,1.0
350,1.0,1.0,1,36.538056,-119.426388,1.0
351,1.5,1.3,1.5,34.65434,-117.971004,1.0
352,1.5,1.3,1.5,34.654347,-117.973103,1.0
353,1.1,1.1,1.1,32.791667,-117.095277,1.0
354,1.1,1.1,1.1,33.921667,-118.124444,1.0
355,3.0,2.8,2,38.282021,-121.464676,1.0
356,1.0,0.9,0.7,38.28357,-121.461264,1.0
357,1.2,1.2,1.2,32.874379,-117.238927,1.0
358,250.0,250.0,250,36.52995,-114.770308,1.0
359,1.5,1.5,1.5,34.008661,-117.845603,1.0
360,1.0,1.0,1,35.801111,-119.110556,1.0
361,1.0,1.0,1,34.026944,-118.224167,1.0
362,1.7,1.7,1.7,45.269444,-122.771667,1.0
363,19.0,18.6,18.6,33.2675,-111.612222,1.0
364,20.0,20.0,20,36.163889,-119.650556,1.0
365,20.0,20.0,20,36.176389,-120.114167,1.0
366,1.1,1.1,1.1,35.402778,-119.038611,1.0
367,0.5,0.5,0.5,34.081111,-117.228056,1.0
368,0.5,0.5,0.5,34.081111,-117.228056,1.0
369,0.5,0.5,0.5,34.081111,-117.228056,1.0
370,0.5,0.5,0.5,34.081111,-117.228056,1.0
371,0.5,0.5,0.5,34.081111,-117.228056,1.0
372,0.5,0.5,0.5,34.081111,-117.228056,1.0
373,0.5,0.5,0.5,34.081111,-117.228056,1.0
374,0.5,0.5,0.5,34.081111,-117.228056,1.0
375,0.5,0.5,0.5,34.081111,-117.228056,1.0
376,0.5,0.5,0.5,34.081111,-117.228056,1.0
377,1.5,1.5,1.5,33.965617,-117.659059,1.0
378,1.9,1.9,1.9,32.108147,-110.824662,1.0
379,2.0,2.0,2,38.516389,-121.47528,1.0
380,1.0,1.0,1,32.866837,-111.771751,1.0
381,1.0,1.0,1,32.866837,-111.771751,1.0
382,6.3,6.3,6.3,33.27055,-116.34805,1.0
383,3.5,2.9,2.8,39.648056,-121.644167,1.0
384,0.5,0.5,0.5,35.670278,-120.566944,1.0
385,0.6,0.6,0.6,35.670278,-120.566944,1.0
386,12.0,13.6,13.6,32.251667,-106.913333,1.0
387,10.0,11.3,11.3,32.034383,-106.340986,1.0
388,40.3,40.3,40.3,33.823056,-115.393889,1.0
389,30.2,30.2,30.2,33.823056,-115.393889,1.0
390,20.2,20.2,20.2,33.823056,-115.393889,1.0
391,40.3,40.3,40.3,33.823056,-115.393889,1.0
392,40.3,40.3,40.3,33.823056,-115.393889,1.0
393,30.2,30.2,30.2,33.823056,-115.393889,1.0
394,25.2,25.2,25.2,33.823056,-115.393889,1.0
395,25.2,25.2,25.2,33.823056,-115.393889,1.0
396,20.2,20.2,20.2,33.823056,-115.393889,1.0
397,18.9,18.9,18.9,33.823056,-115.393889,1.0
398,22.7,22.7,22.7,33.823056,-115.393889,1.0
399,17.0,17.0,17,32.64856,-114.428741,1.0
400,18.0,18.0,18,32.64856,-114.428741,1.0
401,20.0,20.0,20,35.9025,-119.442778,1.0
402,50.0,50.0,50,35.898333,-119.435278,1.0
403,0.8,0.8,0.8,40.767222,-111.895,1.0
404,0.5,0.5,0.5,40.767222,-111.895,1.0
405,4.2,4.2,4.2,32.395833,-106.47722,1.0
406,0.4,0.4,0.4,32.395833,-106.47722,1.0
407,30.0,30.0,30,35.786389,-114.962778,1.0
408,30.0,30.0,30,35.786389,-114.962778,1.0
409,34.0,34.0,34,35.786389,-114.962778,1.0
410,30.0,30.0,30,35.786389,-114.962778,1.0
411,30.0,30.0,30,35.786389,-114.962778,1.0
412,1.5,1.5,1.5,34.975278,-118.946944,1.0
413,1.5,1.5,1.5,35.647295,-119.716512,1.0
414,3.3,3.3,3.3,33.419167,-112.576111,1.0
415,25.0,25.0,25,37.734167,-120.995556,1.0
416,9.0,9.0,9,35.0227,-114.1627,1.0
417,2.5,2.5,2.5,34.121667,-117.938333,1.0
418,23.0,23.0,23,33.245833,-115.496667,1.0
419,2.0,2.0,2,34.618861,-117.939444,1.0
420,2.0,2.0,2,34.174167,-116.152778,1.0
421,1.0,1.0,1,34.9077,-117.9206,1.0
422,1.0,1.0,1,34.9077,-117.9206,1.0
423,1.0,1.0,1,34.9077,-117.9206,1.0
424,0.5,0.5,0.5,38.645119,-121.172999,1.0
425,0.5,0.5,0.5,38.645119,-121.172999,1.0
426,1.5,1.5,1.5,36.678611,-119.7975,1.0
427,3.0,3.0,3,38.515,-121.398333,1.0
428,4.4,4.4,4.4,43.236944,-120.49,1.0
429,10.8,10.8,10.8,34.649444,-112.4275,1.0
430,20.0,20.0,20,36.226111,-119.834167,1.0
431,20.0,20.0,20,34.708889,-118.304722,1.0
432,2.0,2.0,2,42.17505,-120.362631,1.0
433,0.3,0.3,0.3,33.880638,-117.88656,1.0
434,0.3,0.3,0.3,33.880638,-117.88656,1.0
435,2.0,2.0,2,33.880638,-117.88656,1.0
436,0.3,0.3,0.3,33.880638,-117.88656,1.0
437,1.0,1.0,1,33.880638,-117.88656,1.0
438,1.3,1.3,1.3,34.043056,-117.098889,1.0
439,4.5,4.5,4.5,32.116389,-110.82,1.0
440,20.0,20.0,20,34.51231,-117.47753,1.0
441,2.5,2.5,1.5,38.500278,-121.694167,1.0
442,10.0,10.0,10,36.142222,-120.1325,1.0
443,15.0,15.0,15,33.378333,-113.180833,1.0
444,2.5,2.5,1.5,38.500278,-121.694167,1.0
445,1.5,1.5,1.5,34.853581,-116.683108,1.0
446,9.0,8.5,8.8,34.192222,-116.090278,1.0
447,1.0,1.0,1,33.767222,-117.0175,1.0
448,12.0,11.8,11.8,34.171944,-116.1525,1.0
449,1.3,1.3,1.3,36.966667,-105.438056,1.0
450,1.0,0.9,0.9,33.719722,-117.009722,1.0
451,1.9,1.9,1.9,34.183611,-118.574722,1.0
452,3.5,3.5,3.5,34.248889,-118.483333,1.0
453,1.6,1.6,1.6,34.075,-118.36,1.0
454,1.0,1.0,1,35.875556,-106.31,1.0
455,1.0,1.0,1,38.559533,-121.257556,1.0
456,14.8,14.8,14.8,33.498003,-112.813458,1.0
457,1.5,1.5,1.1,33.598889,-114.571667,1.0
458,1.5,1.5,1.1,33.597222,-114.571667,1.0
459,1.1,1.1,1.1,33.603056,-111.924722,1.0
460,1.3,1.3,1.3,33.6416,-111.9997,1.0
461,1.5,1.5,1.5,36.505278,-119.540278,1.0
462,1.5,1.5,1.5,36.505278,-119.540278,1.0
463,0.7,0.7,0.7,36.505278,-119.540278,1.0
464,1.0,1.0,1,36.2675,-119.128581,1.0
465,1.0,1.0,1,36.2675,-119.128581,1.0
466,1.5,1.5,1.5,36.2675,-119.128581,1.0
467,1.5,1.5,1.5,36.3875,-119.255,1.0
468,0.5,0.5,0.5,36.3875,-119.255,1.0
469,1.5,1.5,1.5,36.3875,-119.255,1.0
470,1.5,1.5,1.5,36.211944,-119.133889,1.0
471,1.5,1.5,1.5,36.211944,-119.133889,1.0
472,1.0,1.0,1,36.211944,-119.133889,1.0
473,1.0,1.0,1,36.102778,-119.039722,1.0
474,1.0,1.0,1,36.102778,-119.039722,1.0
475,1.5,1.5,1.5,36.102778,-119.039722,1.0
476,10.6,10.6,10.6,39.585833,-119.073056,1.0
477,1.5,1.5,1.5,34.665556,-118.288056,1.0
478,1.5,1.5,1.5,34.665556,-118.286944,1.0
479,20.2,20.2,20.2,35.895,-119.510833,1.0
480,1.0,1.0,1,39.373333,-121.684167,1.0
481,2.5,2.5,2.5,39.373333,-121.681667,1.0
482,20.0,20.0,20,35.871389,-119.4625,1.0
483,20.0,20.0,20,36.138333,-119.573333,1.0
484,1.5,1.5,1.5,38.001667,-121.747778,1.0
485,14.0,14.0,14,33.027,-113.3489,1.0
486,39.0,38.0,38,34.8181,-118.4036,1.0
487,54.0,52.6,52.6,34.8181,-118.4036,1.0
488,54.0,52.6,52.6,34.8181,-118.4036,1.0
489,58.5,57.0,57,34.8181,-118.4036,1.0
490,33.0,32.2,32.2,34.8181,-118.4036,1.0
491,15.0,14.6,14.6,34.8181,-118.4036,1.0
492,64.5,62.9,62.9,34.8181,-118.4036,1.0
493,19.5,19.0,19,34.848611,-118.352778,1.0
